YEAR,CO2,Other well mixed GHGs,Trop. O3,Strat. O3,Direct Sulphate Aerosol,Aerosol-Cloud Interactions,Biomass Burning Aerosol,Black & Organic Carbon Aerosol,Solar,Volcanic aerosols in Strat.,User Defined Forcing,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALING,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,-0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.00,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,-0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.00,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,-0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,-0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.66,0.00,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,-0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,0.00,0.00,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,-0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,-0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,-0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.00,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,-0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,-0.06,0.00,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,-0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,-0.02,-1.09,0.00,-1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,-0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,-0.01,-0.30,0.00,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,-0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,-0.02,-0.09,0.00,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,-0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,-0.02,-0.02,0.00,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,-0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,-0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,-0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,-0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,-0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,-0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,-0.01,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,0.06,0.00,0.00,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,-0.01,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,0.05,-0.07,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,-0.01,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,0.02,-0.02,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,0.00,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,0.00,-0.01,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,0.00,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,-0.04,0.00,0.00,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,0.00,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,-0.05,0.00,0.00,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,0.00,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,-0.04,0.00,0.00,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,0.00,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,0.02,-0.07,0.00,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,0.00,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,-0.03,-0.07,0.00,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,0.00,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,-0.07,-0.02,0.00,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,0.00,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,-0.06,0.00,0.00,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,0.00,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,-0.03,0.00,0.00,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,0.01,0.02,0.01,0.00,0.00,-0.01,0.00,0.00,-0.07,-7.86,0.00,-7.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,0.01,0.02,0.01,0.00,0.00,-0.02,0.00,0.00,-0.06,-0.52,0.00,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,0.01,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.05,-0.12,0.00,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,0.02,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.02,-0.03,0.00,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,0.02,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,0.03,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,0.03,-0.13,0.00,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,0.03,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.03,-0.04,0.00,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,0.04,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.06,-0.01,0.00,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,0.04,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.06,0.00,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,0.05,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.05,0.00,0.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,0.06,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.07,0.00,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,0.06,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.06,-0.16,0.00,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,0.07,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.03,0.00,0.00,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,0.07,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.03,-0.78,0.00,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,0.08,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.04,-0.07,0.00,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,0.08,0.02,0.02,0.00,0.00,-0.02,0.00,0.00,-0.05,-0.02,0.00,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,0.08,0.03,0.02,0.00,0.00,-0.02,0.00,0.00,-0.05,0.00,0.00,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,0.09,0.03,0.02,0.00,0.00,-0.02,0.00,0.00,-0.06,0.00,0.00,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,0.09,0.03,0.02,0.00,0.00,-0.02,0.00,0.00,-0.02,-0.15,0.00,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,0.10,0.03,0.02,0.00,0.00,-0.02,0.00,0.00,-0.01,-0.05,0.00,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,0.10,0.03,0.02,0.00,0.00,-0.02,0.00,0.00,-0.03,-0.01,0.00,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,0.10,0.03,0.02,0.00,0.00,-0.02,0.00,0.00,-0.04,-0.23,0.00,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,0.11,0.03,0.02,0.00,0.00,-0.03,0.00,0.00,-0.05,-0.07,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,0.11,0.03,0.02,0.00,0.00,-0.03,0.00,0.00,-0.04,-0.02,0.00,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,0.11,0.03,0.02,0.00,0.00,-0.03,0.00,0.00,-0.06,0.00,0.00,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,0.11,0.03,0.03,0.00,0.00,-0.03,0.00,0.00,-0.07,0.00,0.00,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,0.12,0.03,0.03,0.00,0.00,-0.03,0.00,0.00,-0.07,-6.95,0.00,-6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,0.12,0.03,0.03,0.00,0.00,-0.03,0.00,0.00,-0.07,-2.25,0.00,-2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,0.12,0.03,0.03,0.00,0.00,-0.03,0.00,0.00,-0.07,-0.84,0.00,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,0.12,0.03,0.03,0.00,0.00,-0.03,0.00,0.00,-0.07,-0.31,0.00,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,0.12,0.03,0.03,0.00,0.00,-0.03,0.00,0.00,-0.07,-0.11,0.00,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,0.12,0.03,0.03,0.00,0.00,-0.03,0.00,0.00,-0.06,0.00,0.00,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,0.12,0.03,0.03,0.00,0.00,-0.03,0.00,0.00,-0.06,-11.63,0.00,-11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,0.11,0.03,0.03,0.00,0.00,-0.03,0.00,0.00,-0.05,-4.55,0.00,-4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,0.11,0.03,0.03,0.00,0.00,-0.03,0.00,0.00,-0.05,-2.42,0.00,-2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,0.11,0.03,0.03,0.00,0.00,-0.03,0.00,0.00,-0.05,-0.92,0.00,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,0.10,0.04,0.03,0.00,0.00,-0.03,0.00,0.00,-0.05,-0.34,0.00,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,0.10,0.04,0.03,0.00,0.00,-0.03,0.00,0.00,-0.06,-0.04,0.00,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,0.10,0.04,0.03,0.00,0.00,-0.03,0.00,0.00,-0.07,0.00,0.00,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,0.10,0.04,0.03,0.00,0.00,-0.03,0.00,0.00,-0.07,0.00,0.00,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,0.10,0.04,0.03,0.00,0.00,-0.03,0.00,0.00,-0.07,0.00,0.00,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,0.10,0.04,0.03,0.00,0.00,-0.03,0.00,0.00,-0.06,0.00,0.00,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,0.10,0.04,0.03,0.00,0.00,-0.03,0.00,0.00,-0.05,0.00,0.00,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,0.10,0.04,0.03,0.00,0.00,-0.03,0.00,0.00,-0.04,0.00,0.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,0.10,0.05,0.03,0.00,0.00,-0.03,0.00,0.00,-0.02,0.00,0.00,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,0.11,0.05,0.03,0.00,0.00,-0.03,0.00,0.00,-0.01,0.00,0.00,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,0.11,0.05,0.03,0.00,0.00,-0.03,0.00,0.00,-0.01,0.00,0.00,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,0.11,0.05,0.03,0.00,0.00,-0.03,-0.01,0.00,0.00,0.00,0.00,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,0.11,0.04,0.03,0.00,0.00,-0.03,-0.01,0.00,0.00,-1.54,0.00,-1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,0.11,0.04,0.04,0.00,0.00,-0.03,-0.01,0.00,-0.02,-1.23,0.00,-1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,0.11,0.04,0.04,0.00,0.00,-0.03,-0.01,0.00,-0.04,-0.61,0.00,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,0.11,0.04,0.04,0.00,0.00,-0.03,-0.01,0.00,-0.04,-0.22,0.00,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,0.11,0.04,0.04,0.00,0.00,-0.03,-0.01,0.00,-0.03,-4.94,0.00,-4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,0.11,0.04,0.04,0.00,0.00,-0.03,-0.01,0.00,0.02,-1.45,0.00,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,0.11,0.04,0.04,0.00,0.00,-0.03,-0.01,0.00,0.06,-0.52,0.00,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,0.11,0.04,0.04,0.00,0.00,-0.03,-0.01,0.00,0.05,-0.19,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,0.11,0.04,0.04,0.00,0.00,-0.03,-0.01,0.00,0.03,-0.07,0.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,0.12,0.04,0.04,0.00,0.00,-0.04,-0.01,0.00,0.03,-0.05,0.00,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,0.12,0.04,0.04,0.00,0.00,-0.04,-0.01,0.00,0.01,-0.01,0.00,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,0.13,0.04,0.04,0.00,0.00,-0.04,-0.01,0.00,-0.01,0.00,0.00,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,0.14,0.04,0.04,0.00,0.00,-0.04,-0.01,0.00,-0.01,-0.05,0.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,0.14,0.04,0.04,0.00,0.00,-0.04,-0.01,0.00,-0.02,-0.01,0.00,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,0.15,0.04,0.04,0.00,0.00,-0.04,-0.01,0.00,-0.03,0.00,0.00,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,0.16,0.04,0.04,0.00,0.00,-0.04,-0.02,0.00,-0.02,-0.07,0.00,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,0.16,0.04,0.04,0.00,0.00,-0.04,-0.02,0.00,-0.06,-0.02,0.00,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,0.16,0.05,0.04,0.00,0.00,-0.04,-0.02,0.00,-0.02,-0.01,0.00,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,0.17,0.05,0.04,0.00,0.00,-0.04,-0.02,0.00,0.04,0.00,0.00,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
