YEAR,CO2,Other well mixed GHGs,Trop. O3,Strat. O3,Direct Sulphate Aerosol,Aerosol-Cloud Interactions,Biomass Burning Aerosol,Black & Organic Carbon Aerosol,Solar,Volcanic aerosols in Strat.,User Defined Forcing,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.33 ,1.08 ,0.37 ,-0.01 ,-0.31 ,-0.40 ,0.06 ,0.14 ,-0.01 ,0.00 ,,2.26 ,1.06 ,0.37 ,-0.01 ,-0.30 ,-0.42 ,0.04 ,0.13 ,-0.01 ,0.00 ,,2.47 ,1.21 ,0.42 ,-0.01 ,-0.30 ,-0.43 ,0.01 ,0.13 ,-0.01 ,0.00 
2029,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.36 ,1.08 ,0.37 ,-0.01 ,-0.30 ,-0.40 ,0.06 ,0.14 ,-0.02 ,0.00 ,,2.29 ,1.06 ,0.36 ,-0.01 ,-0.29 ,-0.42 ,0.04 ,0.13 ,-0.02 ,0.00 ,,2.51 ,1.22 ,0.42 ,-0.01 ,-0.30 ,-0.42 ,0.01 ,0.13 ,-0.02 ,0.00 
2030,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.39 ,1.08 ,0.37 ,-0.01 ,-0.30 ,-0.40 ,0.06 ,0.14 ,-0.03 ,0.00 ,,2.31 ,1.07 ,0.36 ,-0.01 ,-0.29 ,-0.42 ,0.04 ,0.13 ,-0.03 ,0.00 ,,2.56 ,1.23 ,0.43 ,-0.01 ,-0.29 ,-0.42 ,0.01 ,0.12 ,-0.03 ,0.00 
2031,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.42 ,1.08 ,0.37 ,-0.01 ,-0.29 ,-0.40 ,0.06 ,0.14 ,0.02 ,0.00 ,,2.34 ,1.07 ,0.36 ,-0.01 ,-0.29 ,-0.42 ,0.04 ,0.13 ,0.02 ,0.00 ,,2.60 ,1.24 ,0.43 ,-0.01 ,-0.29 ,-0.42 ,0.01 ,0.12 ,0.02 ,0.00 
2032,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.45 ,1.09 ,0.37 ,-0.01 ,-0.28 ,-0.39 ,0.06 ,0.14 ,0.09 ,0.00 ,,2.36 ,1.07 ,0.36 ,-0.01 ,-0.29 ,-0.42 ,0.04 ,0.13 ,0.09 ,0.00 ,,2.64 ,1.25 ,0.43 ,-0.01 ,-0.28 ,-0.42 ,0.01 ,0.12 ,0.09 ,0.00 
2033,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.48 ,1.09 ,0.37 ,-0.01 ,-0.28 ,-0.39 ,0.06 ,0.13 ,0.13 ,0.00 ,,2.39 ,1.07 ,0.36 ,-0.01 ,-0.29 ,-0.42 ,0.04 ,0.13 ,0.13 ,0.00 ,,2.69 ,1.27 ,0.43 ,-0.01 ,-0.27 ,-0.41 ,0.01 ,0.12 ,0.13 ,0.00 
2034,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.51 ,1.09 ,0.37 ,-0.01 ,-0.27 ,-0.39 ,0.06 ,0.13 ,0.14 ,0.00 ,,2.41 ,1.08 ,0.36 ,-0.01 ,-0.29 ,-0.42 ,0.04 ,0.13 ,0.14 ,0.00 ,,2.73 ,1.28 ,0.43 ,-0.01 ,-0.26 ,-0.41 ,0.01 ,0.12 ,0.14 ,0.00 
2035,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.54 ,1.09 ,0.37 ,-0.01 ,-0.27 ,-0.39 ,0.06 ,0.13 ,0.12 ,0.00 ,,2.44 ,1.08 ,0.36 ,-0.01 ,-0.29 ,-0.42 ,0.04 ,0.13 ,0.12 ,0.00 ,,2.78 ,1.29 ,0.43 ,-0.01 ,-0.26 ,-0.41 ,0.01 ,0.11 ,0.12 ,0.00 
2036,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.58 ,1.09 ,0.36 ,-0.01 ,-0.26 ,-0.38 ,0.06 ,0.13 ,0.08 ,0.00 ,,2.47 ,1.08 ,0.36 ,-0.01 ,-0.29 ,-0.42 ,0.04 ,0.13 ,0.08 ,0.00 ,,2.83 ,1.30 ,0.43 ,-0.01 ,-0.25 ,-0.40 ,0.01 ,0.11 ,0.08 ,0.00 
2037,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.61 ,1.09 ,0.36 ,0.00 ,-0.25 ,-0.38 ,0.06 ,0.13 ,0.03 ,0.00 ,,2.49 ,1.08 ,0.37 ,0.00 ,-0.29 ,-0.42 ,0.04 ,0.13 ,0.03 ,0.00 ,,2.87 ,1.32 ,0.43 ,0.00 ,-0.24 ,-0.40 ,0.01 ,0.11 ,0.03 ,0.00 
2038,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.64 ,1.09 ,0.36 ,0.00 ,-0.25 ,-0.38 ,0.06 ,0.13 ,0.01 ,0.00 ,,2.52 ,1.08 ,0.37 ,0.00 ,-0.29 ,-0.42 ,0.03 ,0.13 ,0.01 ,0.00 ,,2.92 ,1.33 ,0.43 ,0.00 ,-0.24 ,-0.40 ,0.01 ,0.11 ,0.01 ,0.00 
2039,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.67 ,1.09 ,0.36 ,0.00 ,-0.24 ,-0.38 ,0.06 ,0.13 ,-0.01 ,0.00 ,,2.55 ,1.08 ,0.37 ,0.00 ,-0.29 ,-0.42 ,0.03 ,0.13 ,-0.01 ,0.00 ,,2.97 ,1.34 ,0.43 ,0.00 ,-0.23 ,-0.40 ,0.01 ,0.10 ,-0.01 ,0.00 
2040,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.70 ,1.09 ,0.36 ,0.00 ,-0.24 ,-0.37 ,0.06 ,0.13 ,-0.02 ,0.00 ,,2.58 ,1.09 ,0.37 ,0.00 ,-0.29 ,-0.42 ,0.03 ,0.13 ,-0.02 ,0.00 ,,3.02 ,1.35 ,0.43 ,0.00 ,-0.22 ,-0.39 ,0.01 ,0.10 ,-0.02 ,0.00 
2041,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.73 ,1.09 ,0.36 ,0.00 ,-0.23 ,-0.37 ,0.06 ,0.12 ,-0.03 ,0.00 ,,2.61 ,1.09 ,0.37 ,0.00 ,-0.29 ,-0.42 ,0.03 ,0.13 ,-0.03 ,0.00 ,,3.07 ,1.36 ,0.43 ,0.00 ,-0.22 ,-0.39 ,0.01 ,0.10 ,-0.03 ,0.00 
2042,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.76 ,1.09 ,0.36 ,0.00 ,-0.22 ,-0.37 ,0.06 ,0.12 ,0.02 ,0.00 ,,2.64 ,1.09 ,0.37 ,0.00 ,-0.29 ,-0.42 ,0.03 ,0.13 ,0.02 ,0.00 ,,3.12 ,1.38 ,0.43 ,0.00 ,-0.21 ,-0.39 ,0.01 ,0.10 ,0.02 ,0.00 
2043,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.79 ,1.08 ,0.36 ,0.00 ,-0.22 ,-0.37 ,0.06 ,0.12 ,0.09 ,0.00 ,,2.67 ,1.09 ,0.37 ,0.00 ,-0.28 ,-0.41 ,0.03 ,0.13 ,0.09 ,0.00 ,,3.17 ,1.39 ,0.43 ,0.00 ,-0.21 ,-0.38 ,0.01 ,0.10 ,0.09 ,0.00 
2044,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.82 ,1.08 ,0.35 ,0.00 ,-0.21 ,-0.36 ,0.06 ,0.12 ,0.13 ,0.00 ,,2.70 ,1.09 ,0.37 ,0.00 ,-0.28 ,-0.41 ,0.03 ,0.13 ,0.13 ,0.00 ,,3.22 ,1.40 ,0.43 ,0.00 ,-0.20 ,-0.38 ,0.01 ,0.10 ,0.13 ,0.00 
2045,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.85 ,1.08 ,0.35 ,0.00 ,-0.20 ,-0.36 ,0.06 ,0.12 ,0.14 ,0.00 ,,2.73 ,1.09 ,0.37 ,0.00 ,-0.28 ,-0.41 ,0.03 ,0.13 ,0.14 ,0.00 ,,3.28 ,1.41 ,0.43 ,0.00 ,-0.20 ,-0.38 ,0.01 ,0.10 ,0.14 ,0.00 
2046,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.88 ,1.07 ,0.35 ,0.00 ,-0.20 ,-0.36 ,0.06 ,0.12 ,0.12 ,0.00 ,,2.76 ,1.09 ,0.36 ,0.00 ,-0.27 ,-0.41 ,0.03 ,0.12 ,0.12 ,0.00 ,,3.33 ,1.42 ,0.43 ,0.00 ,-0.19 ,-0.38 ,0.01 ,0.10 ,0.12 ,0.00 
2047,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.90 ,1.07 ,0.35 ,0.00 ,-0.19 ,-0.35 ,0.06 ,0.12 ,0.08 ,0.00 ,,2.79 ,1.09 ,0.36 ,0.00 ,-0.27 ,-0.41 ,0.03 ,0.12 ,0.08 ,0.00 ,,3.38 ,1.43 ,0.43 ,0.00 ,-0.19 ,-0.37 ,0.01 ,0.10 ,0.08 ,0.00 
2048,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.93 ,1.07 ,0.35 ,0.00 ,-0.18 ,-0.35 ,0.06 ,0.11 ,0.03 ,0.00 ,,2.82 ,1.09 ,0.36 ,0.00 ,-0.26 ,-0.41 ,0.03 ,0.12 ,0.03 ,0.00 ,,3.44 ,1.44 ,0.43 ,0.00 ,-0.18 ,-0.37 ,0.01 ,0.09 ,0.03 ,0.00 
2049,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.96 ,1.07 ,0.34 ,0.00 ,-0.18 ,-0.35 ,0.06 ,0.11 ,0.01 ,0.00 ,,2.86 ,1.09 ,0.36 ,0.00 ,-0.26 ,-0.41 ,0.03 ,0.12 ,0.01 ,0.00 ,,3.50 ,1.46 ,0.43 ,0.00 ,-0.18 ,-0.37 ,0.01 ,0.09 ,0.01 ,0.00 
2050,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,2.99 ,1.06 ,0.34 ,0.00 ,-0.17 ,-0.35 ,0.06 ,0.11 ,-0.01 ,0.00 ,,2.89 ,1.09 ,0.36 ,0.00 ,-0.26 ,-0.40 ,0.03 ,0.12 ,-0.01 ,0.00 ,,3.55 ,1.47 ,0.43 ,0.00 ,-0.17 ,-0.37 ,0.01 ,0.09 ,-0.01 ,0.00 
2051,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.02 ,1.06 ,0.34 ,0.00 ,-0.17 ,-0.34 ,0.06 ,0.11 ,-0.02 ,0.00 ,,2.92 ,1.09 ,0.36 ,0.00 ,-0.25 ,-0.40 ,0.03 ,0.12 ,-0.02 ,0.00 ,,3.61 ,1.48 ,0.43 ,0.00 ,-0.17 ,-0.36 ,0.01 ,0.09 ,-0.02 ,0.00 
2052,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.04 ,1.06 ,0.34 ,0.00 ,-0.17 ,-0.34 ,0.06 ,0.11 ,-0.03 ,0.00 ,,2.96 ,1.09 ,0.36 ,0.00 ,-0.25 ,-0.40 ,0.03 ,0.12 ,-0.03 ,0.00 ,,3.67 ,1.49 ,0.43 ,0.00 ,-0.17 ,-0.36 ,0.01 ,0.09 ,-0.03 ,0.00 
2053,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.07 ,1.05 ,0.34 ,0.00 ,-0.16 ,-0.34 ,0.06 ,0.11 ,0.02 ,0.00 ,,2.99 ,1.09 ,0.36 ,0.00 ,-0.25 ,-0.40 ,0.03 ,0.12 ,0.02 ,0.00 ,,3.72 ,1.50 ,0.43 ,0.00 ,-0.17 ,-0.36 ,0.01 ,0.09 ,0.02 ,0.00 
2054,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.09 ,1.05 ,0.33 ,0.00 ,-0.16 ,-0.33 ,0.06 ,0.11 ,0.09 ,0.00 ,,3.03 ,1.09 ,0.36 ,0.00 ,-0.25 ,-0.40 ,0.03 ,0.12 ,0.09 ,0.00 ,,3.78 ,1.52 ,0.43 ,0.00 ,-0.16 ,-0.36 ,0.01 ,0.09 ,0.09 ,0.00 
2055,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.12 ,1.05 ,0.33 ,0.00 ,-0.15 ,-0.33 ,0.06 ,0.11 ,0.13 ,0.00 ,,3.06 ,1.09 ,0.36 ,0.00 ,-0.25 ,-0.40 ,0.03 ,0.11 ,0.13 ,0.00 ,,3.84 ,1.53 ,0.44 ,0.00 ,-0.16 ,-0.36 ,0.01 ,0.09 ,0.13 ,0.00 
2056,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.14 ,1.04 ,0.33 ,0.00 ,-0.15 ,-0.33 ,0.06 ,0.10 ,0.14 ,0.00 ,,3.10 ,1.09 ,0.36 ,0.00 ,-0.25 ,-0.40 ,0.03 ,0.11 ,0.14 ,0.00 ,,3.90 ,1.54 ,0.44 ,0.00 ,-0.16 ,-0.36 ,0.01 ,0.09 ,0.14 ,0.00 
2057,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.16 ,1.04 ,0.33 ,0.00 ,-0.15 ,-0.33 ,0.06 ,0.10 ,0.12 ,0.00 ,,3.14 ,1.09 ,0.36 ,0.00 ,-0.24 ,-0.40 ,0.02 ,0.11 ,0.12 ,0.00 ,,3.96 ,1.55 ,0.44 ,0.00 ,-0.16 ,-0.35 ,0.01 ,0.09 ,0.12 ,0.00 
2058,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.19 ,1.04 ,0.32 ,0.00 ,-0.14 ,-0.32 ,0.06 ,0.10 ,0.08 ,0.00 ,,3.17 ,1.10 ,0.36 ,0.00 ,-0.24 ,-0.40 ,0.02 ,0.11 ,0.08 ,0.00 ,,4.02 ,1.56 ,0.44 ,0.00 ,-0.15 ,-0.35 ,0.01 ,0.09 ,0.08 ,0.00 
2059,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.21 ,1.03 ,0.32 ,0.00 ,-0.14 ,-0.32 ,0.06 ,0.10 ,0.03 ,0.00 ,,3.21 ,1.10 ,0.36 ,0.00 ,-0.24 ,-0.39 ,0.02 ,0.11 ,0.03 ,0.00 ,,4.08 ,1.57 ,0.44 ,0.00 ,-0.15 ,-0.35 ,0.01 ,0.08 ,0.03 ,0.00 
2060,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.23 ,1.03 ,0.32 ,0.00 ,-0.14 ,-0.32 ,0.06 ,0.10 ,0.01 ,0.00 ,,3.25 ,1.10 ,0.35 ,0.00 ,-0.24 ,-0.39 ,0.02 ,0.11 ,0.01 ,0.00 ,,4.14 ,1.58 ,0.44 ,0.00 ,-0.15 ,-0.35 ,0.01 ,0.08 ,0.01 ,0.00 
2061,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.25 ,1.03 ,0.32 ,0.00 ,-0.13 ,-0.32 ,0.05 ,0.10 ,-0.01 ,0.00 ,,3.29 ,1.10 ,0.35 ,0.00 ,-0.23 ,-0.39 ,0.02 ,0.11 ,-0.01 ,0.00 ,,4.20 ,1.59 ,0.44 ,0.00 ,-0.15 ,-0.35 ,0.01 ,0.08 ,-0.01 ,0.00 
2062,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.27 ,1.02 ,0.32 ,0.00 ,-0.13 ,-0.31 ,0.05 ,0.10 ,-0.02 ,0.00 ,,3.32 ,1.10 ,0.35 ,0.00 ,-0.22 ,-0.39 ,0.02 ,0.10 ,-0.02 ,0.00 ,,4.27 ,1.60 ,0.44 ,0.00 ,-0.15 ,-0.35 ,0.01 ,0.08 ,-0.02 ,0.00 
2063,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.29 ,1.02 ,0.31 ,0.00 ,-0.13 ,-0.31 ,0.05 ,0.09 ,-0.03 ,0.00 ,,3.36 ,1.10 ,0.35 ,0.00 ,-0.21 ,-0.38 ,0.02 ,0.10 ,-0.03 ,0.00 ,,4.33 ,1.61 ,0.44 ,0.00 ,-0.14 ,-0.34 ,0.01 ,0.08 ,-0.03 ,0.00 
