YEAR,CO2,Other well mixed GHGs,Trop. O3,Strat. O3,Direct Sulphate Aerosol,Aerosol-Cloud Interactions,Biomass Burning Aerosol,Black & Organic Carbon Aerosol,Solar,Volcanic aerosols in Strat.,User Defined Forcing,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.30 ,1.02 ,0.31 ,0.00 ,-0.13 ,-0.31 ,0.05 ,0.09 ,0.02 ,0.00 ,,3.40 ,1.10 ,0.35 ,0.00 ,-0.20 ,-0.38 ,0.02 ,0.10 ,0.02 ,0.00 ,,4.39 ,1.62 ,0.44 ,0.00 ,-0.14 ,-0.34 ,0.01 ,0.08 ,0.02 ,0.00 
2065,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.32 ,1.01 ,0.31 ,0.00 ,-0.12 ,-0.30 ,0.05 ,0.09 ,0.09 ,0.00 ,,3.44 ,1.11 ,0.35 ,0.00 ,-0.20 ,-0.37 ,0.02 ,0.10 ,0.09 ,0.00 ,,4.45 ,1.63 ,0.44 ,0.00 ,-0.14 ,-0.34 ,0.01 ,0.08 ,0.09 ,0.00 
2066,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.34 ,1.01 ,0.31 ,0.00 ,-0.12 ,-0.30 ,0.05 ,0.09 ,0.13 ,0.00 ,,3.48 ,1.11 ,0.34 ,0.00 ,-0.19 ,-0.37 ,0.02 ,0.10 ,0.13 ,0.00 ,,4.51 ,1.64 ,0.44 ,0.00 ,-0.14 ,-0.34 ,0.01 ,0.08 ,0.13 ,0.00 
2067,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.35 ,1.01 ,0.30 ,0.00 ,-0.12 ,-0.30 ,0.05 ,0.09 ,0.14 ,0.00 ,,3.52 ,1.11 ,0.34 ,0.00 ,-0.18 ,-0.37 ,0.02 ,0.09 ,0.14 ,0.00 ,,4.57 ,1.65 ,0.44 ,0.00 ,-0.14 ,-0.34 ,0.01 ,0.08 ,0.14 ,0.00 
2068,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.36 ,1.00 ,0.30 ,0.00 ,-0.11 ,-0.30 ,0.05 ,0.09 ,0.12 ,0.00 ,,3.56 ,1.11 ,0.34 ,0.00 ,-0.17 ,-0.36 ,0.02 ,0.09 ,0.12 ,0.00 ,,4.63 ,1.66 ,0.44 ,0.00 ,-0.14 ,-0.34 ,0.01 ,0.08 ,0.12 ,0.00 
2069,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.38 ,1.00 ,0.30 ,0.00 ,-0.11 ,-0.29 ,0.05 ,0.09 ,0.08 ,0.00 ,,3.60 ,1.11 ,0.34 ,0.00 ,-0.16 ,-0.36 ,0.02 ,0.09 ,0.08 ,0.00 ,,4.70 ,1.67 ,0.44 ,0.00 ,-0.13 ,-0.34 ,0.00 ,0.08 ,0.08 ,0.00 
2070,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.39 ,1.00 ,0.30 ,0.00 ,-0.11 ,-0.29 ,0.05 ,0.08 ,0.03 ,0.00 ,,3.64 ,1.11 ,0.34 ,0.00 ,-0.15 ,-0.35 ,0.02 ,0.09 ,0.03 ,0.00 ,,4.76 ,1.68 ,0.44 ,0.00 ,-0.13 ,-0.34 ,0.00 ,0.08 ,0.03 ,0.00 
2071,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.40 ,0.99 ,0.29 ,0.00 ,-0.11 ,-0.29 ,0.05 ,0.08 ,0.01 ,0.00 ,,3.68 ,1.11 ,0.33 ,0.00 ,-0.15 ,-0.35 ,0.02 ,0.09 ,0.01 ,0.00 ,,4.82 ,1.68 ,0.44 ,0.00 ,-0.13 ,-0.33 ,0.00 ,0.08 ,0.01 ,0.00 
2072,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.41 ,0.99 ,0.29 ,0.00 ,-0.10 ,-0.28 ,0.05 ,0.08 ,-0.01 ,0.00 ,,3.73 ,1.12 ,0.33 ,0.00 ,-0.14 ,-0.35 ,0.02 ,0.09 ,-0.01 ,0.00 ,,4.88 ,1.69 ,0.44 ,0.00 ,-0.13 ,-0.33 ,0.00 ,0.08 ,-0.01 ,0.00 
2073,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.42 ,0.99 ,0.29 ,0.00 ,-0.10 ,-0.28 ,0.05 ,0.08 ,-0.02 ,0.00 ,,3.77 ,1.12 ,0.33 ,0.00 ,-0.14 ,-0.35 ,0.02 ,0.08 ,-0.02 ,0.00 ,,4.94 ,1.70 ,0.44 ,0.00 ,-0.13 ,-0.33 ,0.00 ,0.08 ,-0.02 ,0.00 
2074,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.43 ,0.98 ,0.29 ,0.00 ,-0.10 ,-0.28 ,0.05 ,0.08 ,-0.03 ,0.00 ,,3.81 ,1.12 ,0.33 ,0.00 ,-0.13 ,-0.34 ,0.02 ,0.08 ,-0.03 ,0.00 ,,5.00 ,1.71 ,0.44 ,0.00 ,-0.13 ,-0.33 ,0.00 ,0.08 ,-0.03 ,0.00 
2075,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.44 ,0.98 ,0.28 ,0.00 ,-0.10 ,-0.28 ,0.04 ,0.08 ,0.02 ,0.00 ,,3.85 ,1.12 ,0.33 ,0.00 ,-0.13 ,-0.34 ,0.02 ,0.08 ,0.02 ,0.00 ,,5.06 ,1.71 ,0.44 ,0.00 ,-0.13 ,-0.33 ,0.00 ,0.08 ,0.02 ,0.00 
2076,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.44 ,0.98 ,0.28 ,0.00 ,-0.09 ,-0.27 ,0.04 ,0.08 ,0.09 ,0.00 ,,3.89 ,1.12 ,0.32 ,0.00 ,-0.12 ,-0.34 ,0.02 ,0.08 ,0.09 ,0.00 ,,5.12 ,1.72 ,0.44 ,0.00 ,-0.13 ,-0.33 ,0.00 ,0.08 ,0.09 ,0.00 
2077,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.45 ,0.97 ,0.28 ,0.00 ,-0.09 ,-0.27 ,0.04 ,0.07 ,0.13 ,0.00 ,,3.93 ,1.12 ,0.32 ,0.00 ,-0.12 ,-0.33 ,0.02 ,0.08 ,0.13 ,0.00 ,,5.18 ,1.73 ,0.44 ,0.00 ,-0.12 ,-0.33 ,0.00 ,0.08 ,0.13 ,0.00 
2078,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.45 ,0.97 ,0.27 ,0.00 ,-0.09 ,-0.27 ,0.04 ,0.07 ,0.14 ,0.00 ,,3.98 ,1.12 ,0.32 ,0.00 ,-0.11 ,-0.33 ,0.02 ,0.08 ,0.14 ,0.00 ,,5.24 ,1.74 ,0.44 ,0.00 ,-0.12 ,-0.33 ,0.00 ,0.07 ,0.14 ,0.00 
2079,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.46 ,0.97 ,0.27 ,0.00 ,-0.09 ,-0.26 ,0.04 ,0.07 ,0.12 ,0.00 ,,4.02 ,1.12 ,0.32 ,0.00 ,-0.11 ,-0.33 ,0.02 ,0.08 ,0.12 ,0.00 ,,5.30 ,1.74 ,0.44 ,0.00 ,-0.12 ,-0.33 ,0.00 ,0.07 ,0.12 ,0.00 
2080,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.46 ,0.96 ,0.27 ,0.00 ,-0.08 ,-0.26 ,0.04 ,0.07 ,0.08 ,0.00 ,,4.06 ,1.12 ,0.31 ,0.00 ,-0.10 ,-0.33 ,0.02 ,0.08 ,0.08 ,0.00 ,,5.36 ,1.75 ,0.44 ,0.00 ,-0.12 ,-0.33 ,0.01 ,0.07 ,0.08 ,0.00 
2081,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.46 ,0.96 ,0.27 ,0.00 ,-0.08 ,-0.26 ,0.04 ,0.07 ,0.03 ,0.00 ,,4.10 ,1.12 ,0.31 ,0.00 ,-0.10 ,-0.32 ,0.02 ,0.07 ,0.03 ,0.00 ,,5.42 ,1.76 ,0.44 ,0.00 ,-0.12 ,-0.32 ,0.01 ,0.07 ,0.03 ,0.00 
2082,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.46 ,0.96 ,0.26 ,0.00 ,-0.08 ,-0.26 ,0.04 ,0.07 ,0.01 ,0.00 ,,4.14 ,1.12 ,0.31 ,0.00 ,-0.10 ,-0.32 ,0.02 ,0.07 ,0.01 ,0.00 ,,5.48 ,1.77 ,0.44 ,0.00 ,-0.12 ,-0.32 ,0.01 ,0.07 ,0.01 ,0.00 
2083,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.46 ,0.95 ,0.26 ,0.00 ,-0.08 ,-0.26 ,0.04 ,0.07 ,-0.01 ,0.00 ,,4.18 ,1.12 ,0.31 ,0.00 ,-0.10 ,-0.32 ,0.02 ,0.07 ,-0.01 ,0.00 ,,5.54 ,1.77 ,0.44 ,0.00 ,-0.11 ,-0.32 ,0.01 ,0.07 ,-0.01 ,0.00 
2084,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.47 ,0.95 ,0.26 ,0.00 ,-0.08 ,-0.26 ,0.04 ,0.07 ,-0.02 ,0.00 ,,4.22 ,1.11 ,0.31 ,0.00 ,-0.09 ,-0.32 ,0.02 ,0.07 ,-0.02 ,0.00 ,,5.60 ,1.78 ,0.44 ,0.00 ,-0.11 ,-0.32 ,0.01 ,0.07 ,-0.02 ,0.00 
2085,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.47 ,0.95 ,0.26 ,0.00 ,-0.08 ,-0.26 ,0.04 ,0.07 ,-0.03 ,0.00 ,,4.26 ,1.11 ,0.30 ,0.00 ,-0.09 ,-0.32 ,0.02 ,0.07 ,-0.03 ,0.00 ,,5.66 ,1.79 ,0.44 ,0.00 ,-0.11 ,-0.32 ,0.01 ,0.07 ,-0.03 ,0.00 
2086,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.47 ,0.95 ,0.26 ,0.00 ,-0.08 ,-0.26 ,0.04 ,0.07 ,0.02 ,0.00 ,,4.29 ,1.11 ,0.30 ,0.00 ,-0.09 ,-0.32 ,0.02 ,0.07 ,0.02 ,0.00 ,,5.71 ,1.80 ,0.44 ,0.00 ,-0.11 ,-0.31 ,0.01 ,0.07 ,0.02 ,0.00 
2087,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.47 ,0.95 ,0.26 ,0.00 ,-0.08 ,-0.26 ,0.04 ,0.07 ,0.09 ,0.00 ,,4.33 ,1.11 ,0.30 ,0.00 ,-0.09 ,-0.32 ,0.02 ,0.07 ,0.09 ,0.00 ,,5.77 ,1.80 ,0.44 ,0.00 ,-0.10 ,-0.31 ,0.01 ,0.07 ,0.09 ,0.00 
2088,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.48 ,0.94 ,0.26 ,0.00 ,-0.08 ,-0.26 ,0.04 ,0.07 ,0.13 ,0.00 ,,4.36 ,1.10 ,0.30 ,0.00 ,-0.09 ,-0.31 ,0.02 ,0.07 ,0.13 ,0.00 ,,5.83 ,1.81 ,0.44 ,0.00 ,-0.10 ,-0.31 ,0.01 ,0.07 ,0.13 ,0.00 
2089,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.48 ,0.94 ,0.26 ,0.00 ,-0.08 ,-0.26 ,0.04 ,0.07 ,0.14 ,0.00 ,,4.39 ,1.10 ,0.29 ,0.00 ,-0.09 ,-0.31 ,0.02 ,0.07 ,0.14 ,0.00 ,,5.89 ,1.82 ,0.44 ,0.00 ,-0.10 ,-0.31 ,0.01 ,0.07 ,0.14 ,0.00 
2090,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.48 ,0.94 ,0.26 ,0.00 ,-0.08 ,-0.25 ,0.04 ,0.07 ,0.12 ,0.00 ,,4.42 ,1.09 ,0.29 ,0.00 ,-0.08 ,-0.31 ,0.02 ,0.06 ,0.12 ,0.00 ,,5.94 ,1.83 ,0.44 ,0.00 ,-0.10 ,-0.31 ,0.01 ,0.07 ,0.12 ,0.00 
2091,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.49 ,0.94 ,0.26 ,0.00 ,-0.08 ,-0.25 ,0.04 ,0.07 ,0.08 ,0.00 ,,4.45 ,1.09 ,0.29 ,0.00 ,-0.08 ,-0.31 ,0.02 ,0.06 ,0.08 ,0.00 ,,6.00 ,1.83 ,0.44 ,0.00 ,-0.09 ,-0.31 ,0.01 ,0.07 ,0.08 ,0.00 
2092,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.49 ,0.94 ,0.26 ,0.00 ,-0.08 ,-0.25 ,0.04 ,0.07 ,0.03 ,0.00 ,,4.48 ,1.08 ,0.29 ,0.00 ,-0.08 ,-0.31 ,0.02 ,0.06 ,0.03 ,0.00 ,,6.05 ,1.84 ,0.44 ,0.00 ,-0.09 ,-0.30 ,0.01 ,0.07 ,0.03 ,0.00 
2093,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.50 ,0.94 ,0.25 ,0.00 ,-0.08 ,-0.25 ,0.04 ,0.07 ,0.01 ,0.00 ,,4.51 ,1.07 ,0.28 ,0.00 ,-0.08 ,-0.31 ,0.02 ,0.06 ,0.01 ,0.00 ,,6.11 ,1.85 ,0.44 ,0.00 ,-0.09 ,-0.30 ,0.01 ,0.07 ,0.01 ,0.00 
2094,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.50 ,0.94 ,0.25 ,0.00 ,-0.08 ,-0.25 ,0.04 ,0.07 ,-0.01 ,0.00 ,,4.54 ,1.07 ,0.28 ,0.00 ,-0.08 ,-0.31 ,0.02 ,0.06 ,-0.01 ,0.00 ,,6.17 ,1.85 ,0.44 ,0.00 ,-0.09 ,-0.30 ,0.01 ,0.07 ,-0.01 ,0.00 
2095,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.51 ,0.93 ,0.25 ,0.00 ,-0.08 ,-0.25 ,0.04 ,0.07 ,-0.02 ,0.00 ,,4.56 ,1.06 ,0.28 ,0.00 ,-0.08 ,-0.31 ,0.02 ,0.06 ,-0.02 ,0.00 ,,6.22 ,1.86 ,0.44 ,0.00 ,-0.09 ,-0.30 ,0.01 ,0.07 ,-0.02 ,0.00 
2096,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.51 ,0.93 ,0.25 ,0.00 ,-0.08 ,-0.25 ,0.04 ,0.07 ,-0.03 ,0.00 ,,4.59 ,1.06 ,0.27 ,0.00 ,-0.07 ,-0.30 ,0.02 ,0.06 ,-0.03 ,0.00 ,,6.28 ,1.87 ,0.44 ,0.00 ,-0.09 ,-0.30 ,0.01 ,0.07 ,-0.03 ,0.00 
2097,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.52 ,0.93 ,0.25 ,0.00 ,-0.08 ,-0.25 ,0.04 ,0.07 ,0.02 ,0.00 ,,4.62 ,1.05 ,0.27 ,0.00 ,-0.07 ,-0.30 ,0.02 ,0.06 ,0.02 ,0.00 ,,6.33 ,1.87 ,0.44 ,0.00 ,-0.09 ,-0.30 ,0.01 ,0.07 ,0.02 ,0.00 
2098,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.52 ,0.93 ,0.25 ,0.00 ,-0.08 ,-0.25 ,0.04 ,0.07 ,0.09 ,0.00 ,,4.65 ,1.05 ,0.27 ,0.00 ,-0.07 ,-0.30 ,0.02 ,0.06 ,0.09 ,0.00 ,,6.38 ,1.88 ,0.44 ,0.00 ,-0.09 ,-0.30 ,0.01 ,0.07 ,0.09 ,0.00 
2099,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.53 ,0.93 ,0.25 ,0.00 ,-0.07 ,-0.25 ,0.04 ,0.07 ,0.13 ,0.00 ,,4.67 ,1.05 ,0.27 ,0.00 ,-0.07 ,-0.30 ,0.01 ,0.06 ,0.13 ,0.00 ,,6.44 ,1.89 ,0.44 ,0.00 ,-0.09 ,-0.30 ,0.01 ,0.07 ,0.13 ,0.00 
2100,1.92,1.03,0.38,-0.03,-0.36,-0.44,0.05,0.16,0.08,0.00,0.00,2.79,,1.92 ,1.03 ,0.38 ,-0.03 ,-0.36 ,-0.44 ,0.05 ,0.16 ,0.08 ,0.00 ,,3.53 ,0.93 ,0.25 ,0.00 ,-0.07 ,-0.25 ,0.04 ,0.07 ,0.14 ,0.00 ,,4.70 ,1.04 ,0.26 ,0.00 ,-0.07 ,-0.30 ,0.01 ,0.06 ,0.14 ,0.00 ,,6.49 ,1.89 ,0.44 ,0.00 ,-0.09 ,-0.30 ,0.01 ,0.07 ,0.14 ,0.00 
